epoch,lr-Adam,step,train/delta_theta_l_mean,train/delta_theta_w_mean,train/loss,train/share_coord,train/share_lattice,train/share_type,train/sigma_z_mean,val/delta_theta_l_mean,val/delta_theta_w_mean,val/loss,val/share_coord,val/share_lattice,val/share_type,val/sigma_z_mean
,0.0001,0,,,,,,,,,,,,,,
,0.0001,9,,,,,,,,,,,,,,
0,,9,0.9858130812644958,1.1807870864868164,4.001829624176025,0.09851963818073273,0.7896532416343689,0.11182709038257599,0.01828215830028057,,,,,,,
,0.0001,19,,,,,,,,,,,,,,
0,,19,0.9908389449119568,1.1845309734344482,0.6932961940765381,0.35897311568260193,0.5128187537193298,0.12820468842983246,0.49992549419403076,,,,,,,
,0.0001,29,,,,,,,,,,,,,,
0,,29,0.19535450637340546,0.7631103992462158,0.2779249846935272,0.10697174072265625,0.1788536012172699,0.7141746282577515,0.757353663444519,,,,,,,
,0.0001,39,,,,,,,,,,,,,,
0,,39,1.0775295495986938,1.2115963697433472,0.9154835939407349,0.2761484980583191,0.19418998062610626,0.5296614766120911,0.40032297372817993,,,,,,,
,0.0001,49,,,,,,,,,,,,,,
0,,49,0.18488119542598724,0.3496209681034088,0.5596222877502441,0.34921717643737793,0.39735275506973267,0.253430038690567,0.5714249014854431,,,,,,,
,0.0001,59,,,,,,,,,,,,,,
0,,59,1.37563955783844,0.9295371174812317,0.4469957947731018,0.10413247346878052,0.4801206588745117,0.41574689745903015,0.6395466327667236,,,,,,,
,0.0001,69,,,,,,,,,,,,,,
0,,69,0.7053358554840088,1.2449265718460083,0.15912573039531708,0.22917473316192627,0.35760587453842163,0.4132194221019745,0.8528891205787659,,,,,,,
,0.0001,79,,,,,,,,,,,,,,
0,,79,1.2121977806091309,2.014183759689331,0.6916581392288208,0.1726612001657486,0.5755373239517212,0.2517975866794586,0.5007450580596924,,,,,,,
,0.0001,89,,,,,,,,,,,,,,
0,,89,0.8866718411445618,1.2033779621124268,0.7854100465774536,0.7431047558784485,0.1695365309715271,0.08735862374305725,0.4559326767921448,,,,,,,
,0.0001,99,,,,,,,,,,,,,,
