epoch,lr-Adam,step,train/delta_theta_l_mean,train/delta_theta_w_mean,train/loss,train/share_coord,train/share_lattice,train/share_type,train/sigma_z_mean,val/delta_theta_l_mean,val/delta_theta_w_mean,val/loss,val/share_coord,val/share_lattice,val/share_type,val/sigma_z_mean
0,,99,1.407550573348999,2.5608654022216797,6.626381874084473,0.8798913955688477,0.0653291568160057,0.05477943643927574,0.0013249479234218597,,,,,,,
,0.0001,109,,,,,,,,,,,,,,
0,,109,0.38009217381477356,0.2632524371147156,2.9056401170418785e-16,0.002284388756379485,0.26575446128845215,0.7319610714912415,1.0,,,,,,,
,0.0001,119,,,,,,,,,,,,,,
0,,119,0.6400213241577148,0.9381061792373657,1.889183032233177e-08,0.7863287925720215,0.16125606000423431,0.0524151585996151,1.0,,,,,,,
,0.0001,129,,,,,,,,,,,,,,
0,,129,0.7334606051445007,0.4211854934692383,0.15233618021011353,0.23003074526786804,0.5905381441116333,0.17943109571933746,0.8586995005607605,,,,,,,
,0.0001,139,,,,,,,,,,,,,,
0,,139,0.1937476098537445,0.9114088416099548,0.000826891977339983,0.13003598153591156,0.4520035982131958,0.4179604649543762,0.9991734623908997,,,,,,,
,0.0001,149,,,,,,,,,,,,,,
0,,149,1.5785818099975586,0.6149641871452332,0.7906100153923035,0.05542009323835373,0.5181049108505249,0.4264749586582184,0.4535680115222931,,,,,,,
,0.0001,159,,,,,,,,,,,,,,
0,,159,1.2448087930679321,0.5050452947616577,7.315645217895508,0.2610698640346527,0.2201659381389618,0.5187641978263855,0.0006650519790127873,,,,,,,
,0.0001,169,,,,,,,,,,,,,,
0,,169,0.9140358567237854,0.3319448232650757,0.0005818014033138752,0.11788910627365112,0.038557521998882294,0.843553364276886,0.9994183778762817,,,,,,,
,0.0001,179,,,,,,,,,,,,,,
0,,179,1.1854896545410156,0.7020452618598938,52.90955352783203,0.04385383799672127,0.05298817530274391,0.9031579494476318,1.0511697779814818e-23,,,,,,,
,0.0001,189,,,,,,,,,,,,,,
0,,189,0.2528921663761139,0.7288200259208679,1.6431633234024048,0.046504221856594086,0.5262683629989624,0.42722734808921814,0.1933673918247223,,,,,,,
,0.0001,199,,,,,,,,,,,,,,
0,,199,0.9852871894836426,0.44985195994377136,0.21662206947803497,0.4858889579772949,0.11529253423213959,0.3988185226917267,0.8052341938018799,,,,,,,
,0.0001,209,,,,,,,,,,,,,,
0,,209,0.9667280912399292,0.8606541156768799,9.28947639465332,0.14581714570522308,0.0428389348089695,0.8113439679145813,9.239142673322931e-05,,,,,,,
,0.0001,219,,,,,,,,,,,,,,
0,,219,0.43590453267097473,0.7748374938964844,17.908960342407227,0.3240182399749756,0.5347219109535217,0.14125990867614746,1.6681585890410133e-08,,,,,,,
,0.0001,229,,,,,,,,,,,,,,
0,,229,0.9061703085899353,0.5991692543029785,8.13095979435019e-10,0.06051609665155411,0.35330262780189514,0.5861812233924866,1.0,,,,,,,
,0.0001,239,,,,,,,,,,,,,,
0,,239,0.8519676327705383,1.8850343227386475,5.938688407108881e-19,0.16775324940681458,0.6537513136863708,0.17849545180797577,1.0,,,,,,,
,0.0001,249,,,,,,,,,,,,,,
0,,249,0.5813801288604736,0.5535033941268921,7.929870783184977e-15,0.6301100850105286,0.25046855211257935,0.11942140758037567,1.0,,,,,,,
,0.0001,259,,,,,,,,,,,,,,
0,,259,0.36165186762809753,0.9452313780784607,0.6935197710990906,0.5106359720230103,0.17021198570728302,0.3191474676132202,0.4998137354850769,,,,,,,
,0.0001,269,,,,,,,,,,,,,,
0,,269,1.0336418151855469,0.8845946192741394,2.686536378803318e-26,0.24922417104244232,0.007785627618432045,0.742990255355835,1.0,,,,,,,
,0.0001,279,,,,,,,,,,,,,,
0,,279,0.6930259466171265,0.46692532300949097,0.007505787070840597,0.07302837818861008,0.1187664046883583,0.8082051873207092,0.9925222992897034,,,,,,,
,0.0001,289,,,,,,,,,,,,,,
0,,289,1.2266019582748413,0.7780641317367554,8.431295394897461,0.23734934628009796,0.05763622745871544,0.7050144076347351,0.0002179390867240727,,,,,,,
,0.0001,299,,,,,,,,,,,,,,
0,,299,1.5260744094848633,0.8483346700668335,0.6938925385475159,0.4436735212802887,0.4436735212802887,0.11265148222446442,0.4996275007724762,,,,,,,
,0.0001,309,,,,,,,,,,,,,,
0,,309,0.7501422166824341,1.1123390197753906,2.651463215652683e-10,0.007488611154258251,0.08736713230609894,0.9051442742347717,1.0,,,,,,,
,0.0001,319,,,,,,,,,,,,,,
0,,319,0.7157512903213501,0.7648980617523193,6.128050804138184,0.5758742094039917,0.3046649396419525,0.119460828602314,0.0021808280143886805,,,,,,,
,0.0001,329,,,,,,,,,,,,,,
0,,329,1.9307405948638916,1.2869995832443237,1.0467646660572427e-07,0.5650092363357544,0.30396828055381775,0.13102243840694427,0.9999998807907104,,,,,,,
,0.0001,339,,,,,,,,,,,,,,
0,,339,1.8240084648132324,1.2970865964889526,8.22868824005127,0.1264883279800415,0.7189862728118896,0.15452542901039124,0.00026688622892834246,,,,,,,
,0.0001,349,,,,,,,,,,,,,,
0,,349,0.5495224595069885,0.3029458820819855,0.6931471824645996,0.5485700964927673,0.3657134175300598,0.08571407943964005,0.5,,,,,,,
,0.0001,359,,,,,,,,,,,,,,
0,,359,0.5264568328857422,1.9102963209152222,36.9161376953125,0.8312581777572632,0.10690101981163025,0.06184079870581627,9.279511296711367e-17,,,,,,,
,0.0001,369,,,,,,,,,,,,,,
0,,369,0.9850842356681824,1.0113155841827393,0.0022693558130413294,0.14464551210403442,0.24903489649295807,0.6063196063041687,0.9977332353591919,,,,,,,
,0.0001,379,,,,,,,,,,,,,,
0,,379,0.6917812824249268,0.563556432723999,0.6924024224281311,0.0,0.9999902248382568,0.0,0.5003725290298462,,,,,,,
,0.0001,389,,,,,,,,,,,,,,
0,,389,1.1786983013153076,1.1438807249069214,1.912249207496643,0.3122454881668091,0.409328430891037,0.2784261107444763,0.1477476954460144,,,,,,,
,0.0001,399,,,,,,,,,,,,,,
0,,399,0.33362987637519836,0.7657478451728821,0.6912862658500671,0.7868824601173401,0.13114707171916962,0.08196692168712616,0.5009313225746155,,,,,,,
,0.0001,409,,,,,,,,,,,,,,
0,,409,0.15979784727096558,1.4556341171264648,0.6920302510261536,0.3902418613433838,0.48780232667922974,0.12195058166980743,0.5005587935447693,,,,,,,
,0.0001,419,,,,,,,,,,,,,,
0,,419,1.2443948984146118,0.5072154998779297,6.091860349499711e-11,0.12428334355354309,0.13630852103233337,0.7394081354141235,1.0,,,,,,,
,0.0001,429,,,,,,,,,,,,,,
0,,429,0.9349700808525085,0.9386321306228638,5.881249654771257e-42,0.17585283517837524,0.5659659504890442,0.25818124413490295,1.0,,,,,,,
,0.0001,439,,,,,,,,,,,,,,
0,,439,0.924369215965271,0.9838217496871948,0.6916581392288208,0.5063284635543823,0.30379706621170044,0.18987315893173218,0.5007450580596924,,,,,,,
,0.0001,449,,,,,,,,,,,,,,
0,,449,1.3294280767440796,0.41483286023139954,0.6912862658500671,0.19393914937973022,0.5333326458930969,0.2727269232273102,0.5009313225746155,,,,,,,
,0.0001,459,,,,,,,,,,,,,,
0,,459,0.3999037742614746,0.748456597328186,16.47919464111328,0.7694379091262817,0.0008647285867482424,0.2296973466873169,6.969099786147126e-08,,,,,,,
,0.0001,469,,,,,,,,,,,,,,
0,,469,1.257007360458374,0.8267311453819275,0.5571039319038391,0.07282537966966629,0.4158576428890228,0.5113169550895691,0.5728657245635986,,,,,,,
,0.0001,479,,,,,,,,,,,,,,
0,,479,1.093226671218872,0.4529484510421753,3.722903541003575e-09,0.799990177154541,0.10654788464307785,0.09346193075180054,1.0,,,,,,,
,0.0001,489,,,,,,,,,,,,,,
0,,489,2.183647632598877,2.412233352661133,8.835643529891968e-05,0.8278740644454956,0.06026642397046089,0.11185946315526962,0.9999116659164429,,,,,,,
,0.0001,499,,,,,,,,,,,,,,
0,,499,0.6491383910179138,1.3314666748046875,0.045259859412908554,0.28398624062538147,0.13649560511112213,0.5795181393623352,0.9557490944862366,,,,,,,
,,0,,,,,,,,0.2061348259449005,1.6940966844558716,0.00023781337949912995,0.10311304032802582,0.5589624047279358,0.3379245698451996,0.999762237071991
,,1,,,,,,,,1.0552951097488403,2.3353354930877686,0.6857243776321411,0.6114645600318909,0.35668763518333435,0.031847111880779266,0.5037252306938171
,,2,,,,,,,,0.7988358736038208,0.9045270681381226,21.90768814086914,0.5008729100227356,0.12385979294776917,0.3752673864364624,3.059228426138816e-10
,,3,,,,,,,,1.7151910066604614,1.0468754768371582,4.002052946816548e-07,0.1871955245733261,0.7982504963874817,0.01455395482480526,0.9999996423721313
,,4,,,,,,,,1.0099650621414185,1.295178771018982,0.0002507306053303182,0.6209730505943298,0.1300174742937088,0.24900956451892853,0.9997492432594299
,,5,,,,,,,,2.5997374057769775,0.6084110736846924,5.002321334934834e-10,0.10275717824697495,0.6188732981681824,0.2783695161342621,1.0
,,6,,,,,,,,0.9075573682785034,3.083017587661743,13.5779390335083,0.24019360542297363,0.3533717095851898,0.40643471479415894,1.2681653061008547e-06
,,7,,,,,,,,0.9698081612586975,1.4869595766067505,25.156139373779297,0.18993687629699707,0.7713325619697571,0.03873056545853615,1.1880301430122753e-11
,,8,,,,,,,,0.5626108050346375,0.7353554964065552,0.6931471824645996,0.3199986219406128,0.2799988090991974,0.399998277425766,0.5
,,9,,,,,,,,1.7698452472686768,1.1836596727371216,0.6901713609695435,0.1344536542892456,0.0672268271446228,0.7983185648918152,0.5014901161193848
,,10,,,,,,,,0.9980863928794861,0.8417302370071411,0.04269608110189438,0.13528360426425934,0.03657504543662071,0.8281413316726685,0.9582025408744812
,,11,,,,,,,,0.8761839866638184,0.7599218487739563,0.6938925385475159,0.3869982361793518,0.5563099384307861,0.056689195334911346,0.4996275007724762
,,12,,,,,,,,1.3801392316818237,0.3780372142791748,0.00037128300755284727,0.495003342628479,0.1306307315826416,0.374365895986557,0.9996287822723389
,,13,,,,,,,,1.0117703676223755,0.8344211578369141,1.9581464529037476,0.5296370983123779,0.2683838903903961,0.20197898149490356,0.14111973345279694
,,14,,,,,,,,0.4764825701713562,1.2801262140274048,8.393304824829102,0.3128002882003784,0.318501740694046,0.36869797110557556,0.00022637781512457877
,,15,,,,,,,,0.78643798828125,1.077891230583191,0.0015571432886645198,0.2654876112937927,0.5817219018936157,0.15279048681259155,0.998444139957428
,,16,,,,,,,,0.7719081044197083,1.0944355726242065,0.05092056840658188,0.47164466977119446,0.2548552453517914,0.27350008487701416,0.9503541588783264
,,17,,,,,,,,0.7261795997619629,0.7728679180145264,5.593428484599282e-14,0.1630927175283432,0.20460422337055206,0.6323030591011047,1.0
,,18,,,,,,,,0.9655938744544983,0.38695770502090454,50.552188873291016,0.06959905475378036,0.8304944038391113,0.0999065563082695,1.1103587058978109e-22
,,19,,,,,,,,1.0743176937103271,1.4762765169143677,6.7697192207560875e-06,0.6574280858039856,0.16310478746891022,0.179467111825943,0.9999932050704956
,,20,,,,,,,,0.5030041337013245,1.0774625539779663,46.99528121948242,0.059384118765592575,0.1317683458328247,0.8088476061820984,3.892320990588146e-21
,,21,,,,,,,,0.8449791073799133,0.8430288434028625,0.2589358389377594,0.3100131154060364,0.2330809086561203,0.4569060206413269,0.7718725204467773
,,22,,,,,,,,1.248116135597229,1.2122756242752075,1.5148550271987915,0.2610599100589752,0.4041912257671356,0.33474892377853394,0.21984006464481354
,,23,,,,,,,,0.6182537078857422,1.6908352375030518,0.6938925385475159,0.0,0.8648598194122314,0.13513435423374176,0.4996275007724762
,,24,,,,,,,,0.7718138694763184,0.4519820213317871,1.9428080320358276,0.04100411757826805,0.583672821521759,0.375323086977005,0.14330099523067474
,,25,,,,,,,,1.2445422410964966,0.6899775266647339,7.807549273763925e-09,0.221650168299675,0.239705890417099,0.5386439561843872,1.0
,,26,,,,,,,,0.8945831060409546,0.36476191878318787,5.36749155344296e-07,0.2628006339073181,0.13475552201271057,0.6024438142776489,0.9999994039535522
,,27,,,,,,,,1.6314688920974731,0.9410333633422852,4.215833648742583e-36,0.02612026035785675,0.02149187959730625,0.952387809753418,1.0
,,28,,,,,,,,1.4838117361068726,1.2604784965515137,34.585594177246094,0.8207094669342041,0.11467185616493225,0.06461862474679947,9.542612832669456e-16
,,29,,,,,,,,0.4409141540527344,0.13020312786102295,1.5767792074187353e-13,0.021360307931900024,0.1427074670791626,0.835932195186615,1.0
,,30,,,,,,,,0.7412006258964539,1.0561556816101074,0.000264546339167282,0.08303356915712357,0.35734957456588745,0.5596168637275696,0.9997355341911316
,,31,,,,,,,,0.8668274879455566,1.6422600746154785,3.3468268905764526e-28,0.0200758408755064,0.030843598768115044,0.9490805864334106,1.0
,,32,,,,,,,,2.237917184829712,1.0531971454620361,2.0666505360337774e-30,0.17800499498844147,0.3734954595565796,0.44849956035614014,1.0
,,33,,,,,,,,1.0725616216659546,1.8030211925506592,18.864870071411133,0.7086988091468811,0.045225221663713455,0.24607598781585693,6.413439557206857e-09
,,34,,,,,,,,0.4339326024055481,0.613219141960144,7.143661975860596,0.11558285355567932,0.23372811079025269,0.6506890058517456,0.0007898543262854218
,,35,,,,,,,,0.9216477870941162,0.44105052947998047,0.061166275292634964,0.5053310990333557,0.31816497445106506,0.17650394141674042,0.9406667947769165
,,36,,,,,,,,0.5288214683532715,1.2154253721237183,4.781925966312883e-09,0.26668304204940796,0.3981248140335083,0.33519217371940613,1.0
,,37,,,,,,,,0.7832518219947815,0.81870436668396,3.5343644618988037,0.2837790250778198,0.432189017534256,0.2840319275856018,0.029177293181419373
,,38,,,,,,,,0.6613215208053589,0.8658636212348938,0.00021187911625020206,0.1701144129037857,0.5477508902549744,0.28213465213775635,0.9997881054878235
,,39,,,,,,,,1.3414939641952515,1.3995020389556885,0.19995909929275513,0.2424895316362381,0.2255701869726181,0.5319402813911438,0.8187642097473145
,,40,,,,,,,,0.2521814703941345,0.35710909962654114,0.0856189951300621,0.2442043125629425,0.20843036472797394,0.5473653674125671,0.9179438948631287
,,41,,,,,,,,0.45054593682289124,0.2741953730583191,11.070833206176758,0.15712477266788483,0.26798194646835327,0.5748933553695679,1.5559588064206764e-05
,,42,,,,,,,,1.074639081954956,0.6544543504714966,0.026404693722724915,0.280519962310791,0.4166284203529358,0.3028515875339508,0.9739408493041992
,,43,,,,,,,,1.5026792287826538,1.3658695220947266,0.6931471824645996,0.4999983310699463,0.4999983310699463,0.0,0.5
,,44,,,,,,,,0.7359342575073242,1.0786232948303223,9.19411849975586,0.19368790090084076,0.359724760055542,0.44658738374710083,0.00010163545812247321
,,45,,,,,,,,0.9278175830841064,0.7170843482017517,1.1348785911025061e-08,0.18150760233402252,0.15013359487056732,0.6683588027954102,1.0
,,46,,,,,,,,0.37158477306365967,0.8496688008308411,0.6983761787414551,0.11161157488822937,0.855688750743866,0.032698702067136765,0.49739232659339905
,,47,,,,,,,,0.6247646808624268,0.6597182154655457,5.842670440673828,0.2869482934474945,0.4930335581302643,0.2200181484222412,0.0029010851867496967
,,48,,,,,,,,0.30728664994239807,0.3897462785243988,0.6968793869018555,0.7389580011367798,0.19705545902252197,0.06398529559373856,0.49813735485076904
,,49,,,,,,,,0.30255797505378723,1.0072685480117798,2.7909817695617676,0.5994568467140198,0.06871407479047775,0.3318290412425995,0.06136094033718109
,,50,,,,,,,,0.22878357768058777,0.5170196294784546,0.09019508212804794,0.003174613695591688,0.3302402198314667,0.6665851473808289,0.9137529134750366
,,51,,,,,,,,1.0833433866500854,0.8372704982757568,0.2141677290201187,0.5552074313163757,0.37876465916633606,0.06602794677019119,0.8072129487991333
,,52,,,,,,,,1.628294587135315,0.37304630875587463,1.1245106181019862e-22,0.4625014066696167,0.22872601449489594,0.30877256393432617,1.0
,,53,,,,,,,,1.1219797134399414,1.1584848165512085,6.7335357666015625,0.07298614829778671,0.9197247624397278,0.007289123721420765,0.0011903169797733426
,,54,,,,,,,,0.47870466113090515,0.7064517140388489,31.732023239135742,0.8074318170547485,0.044132668524980545,0.1484355479478836,1.6556075493846453e-14
,,55,,,,,,,,0.6716974377632141,0.637969434261322,5.650456547101612e-09,0.02036266215145588,0.7868070602416992,0.19283026456832886,1.0
,,56,,,,,,,,1.8479297161102295,1.81919264793396,0.7036323547363281,0.2201833873987198,0.7339445948600769,0.045871537178754807,0.49478477239608765
,,57,,,,,,,,1.5784159898757935,0.5032116174697876,0.00045096277608536184,0.2095278799533844,0.6186438798904419,0.1718282550573349,0.9995490908622742
,,58,,,,,,,,0.25456947088241577,1.7712926864624023,2.6464851143881418e-11,0.15275739133358002,0.37166082859039307,0.4755818247795105,1.0
,,59,,,,,,,,0.23133084177970886,0.49994874000549316,0.005755707621574402,0.25769397616386414,0.6328972578048706,0.10940882563591003,0.9942607879638672
,,60,,,,,,,,1.1101709604263306,1.2727153301239014,0.03262224420905113,0.4264672100543976,0.3280111849308014,0.24552156031131744,0.9679040908813477
,,61,,,,,,,,0.5026498436927795,1.3545539379119873,0.028627891093492508,0.35239893198013306,0.2826790511608124,0.36492204666137695,0.9717779755592346
,,62,,,,,,,,0.509032130241394,0.7079391479492188,8.478705408308023e-23,0.007769170682877302,0.010010141879320145,0.9822207093238831,1.0
,,63,,,,,,,,0.8778692483901978,1.038651466369629,0.6953848600387573,0.9815742373466492,0.014378529042005539,0.00404396140947938,0.4988824129104614
,,64,,,,,,,,0.4784593880176544,0.4715343117713928,35.61824417114258,0.06382909417152405,0.6611639261245728,0.2750069200992584,3.397762818325279e-16
,,65,,,,,,,,0.8932769894599915,0.30193156003952026,0.6961318254470825,0.17788442969322205,0.2692304849624634,0.552884042263031,0.4985099136829376
,,66,,,,,,,,0.9665980339050293,0.8032171130180359,9.242043572501094e-14,0.053772084414958954,0.27648183703422546,0.6697461009025574,1.0
,,67,,,,,,,,0.48892804980278015,1.0221502780914307,25.8244571685791,0.13104216754436493,0.0046804603189229965,0.8642773628234863,6.089487854937792e-12
,,68,,,,,,,,0.4467483460903168,0.44235098361968994,0.6938925385475159,0.22535142302513123,0.28168928623199463,0.4929562509059906,0.4996275007724762
,,69,,,,,,,,0.7248224020004272,1.4665741920471191,47.87594223022461,0.12505541741847992,0.4714435040950775,0.40350109338760376,1.6134014464488672e-21
,,70,,,,,,,,0.7154747247695923,0.8943246603012085,1.3966372534923721e-05,0.32869794964790344,0.14511756598949432,0.5261845588684082,0.9999860525131226
,,71,,,,,,,,0.4764457941055298,0.22253353893756866,10.051621437072754,0.8084864020347595,0.08715247362852097,0.10436110943555832,4.311577504267916e-05
,,72,,,,,,,,1.0508660078048706,1.060852289199829,18.247962951660156,0.04438009485602379,0.18761083483695984,0.7680090665817261,1.1885306072656476e-08
,,73,,,,,,,,0.6342377066612244,1.9355329275131226,3.9910244298843947e-16,0.592534601688385,0.15890710055828094,0.24855825304985046,1.0
,,74,,,,,,,,0.44234609603881836,1.054145336151123,0.690914511680603,0.32413777709007263,0.1852215826511383,0.49063819646835327,0.5011175870895386
,,75,,,,,,,,0.983730673789978,0.8085116744041443,0.06626878678798676,0.08079395443201065,0.20285926759243011,0.716346800327301,0.9358792901039124
,,76,,,,,,,,0.575238049030304,0.848514199256897,0.008610280230641365,0.3586605191230774,0.01682260073721409,0.6245169043540955,0.9914267063140869
,,77,,,,,,,,0.7814702391624451,0.47617238759994507,113.04170227050781,0.035624176263809204,0.687035858631134,0.27733996510505676,0.0
,,78,,,,,,,,2.052550792694092,1.0030734539031982,0.6991254091262817,0.1545892059803009,0.7729460597038269,0.07246369123458862,0.49701982736587524
,,79,,,,,,,,0.6716155409812927,0.6387049555778503,0.6931471824645996,0.15533949434757233,0.6990277171134949,0.14563077688217163,0.5
,,80,,,,,,,,0.48982250690460205,0.8671054840087891,0.6931471824645996,0.044943712651729584,0.44943714141845703,0.5056167840957642,0.5
,,81,,,,,,,,0.9043525457382202,1.3767470121383667,0.04269608110189438,0.27103766798973083,0.2413429170846939,0.48761940002441406,0.9582025408744812
,,82,,,,,,,,0.47854843735694885,1.1581205129623413,0.9647868871688843,0.5732043385505676,0.38530322909355164,0.041492342948913574,0.38106438517570496
,,83,,,,,,,,1.5818101167678833,1.074982762336731,0.6931471824645996,0.5182168483734131,0.25910842418670654,0.2226712852716446,0.5
,,84,,,,,,,,0.24323056638240814,0.8694760799407959,4.5771708488464355,0.09184131026268005,0.15681248903274536,0.7513461709022522,0.01028395164757967
,,85,,,,,,,,0.8266490697860718,1.8854748010635376,3.651058205685646e-38,0.14445433020591736,0.3256661593914032,0.5298794507980347,1.0
,,86,,,,,,,,0.44715797901153564,0.9981602430343628,0.0009015030809678137,0.5422778129577637,0.38243433833122253,0.07528777420520782,0.9990988969802856
,,87,,,,,,,,0.9507150053977966,1.1930725574493408,1.3983142375946045,0.2528843283653259,0.3824060261249542,0.36470967531204224,0.24701303243637085
,,88,,,,,,,,0.9406742453575134,3.1900570392608643,1.331726707419269e-22,0.8581156730651855,0.03374302014708519,0.10814131051301956,1.0
,,89,,,,,,,,1.0965179204940796,1.1804383993148804,5.7822850674238424e-11,0.12999677658081055,0.36178305745124817,0.5082201957702637,1.0
,,90,,,,,,,,0.8532050251960754,0.690905749797821,0.6916581392288208,0.2105260193347931,0.5263150334358215,0.26315751671791077,0.5007450580596924
,,91,,,,,,,,0.45632225275039673,1.0520007610321045,0.00573223689571023,0.7295953035354614,0.12378217279911041,0.14662256836891174,0.9942840933799744
,,92,,,,,,,,1.6842628717422485,0.639216959476471,0.0005879000527784228,0.1800675243139267,0.8141745924949646,0.005757905077189207,0.9994122982025146
,,93,,,,,,,,1.7897356748580933,0.10266629606485367,5.658880031234048e-09,0.19508883357048035,0.37498748302459717,0.4299237132072449,1.0
,,94,,,,,,,,0.9917368292808533,2.1673078536987305,0.6924024224281311,0.0,0.9999865889549255,0.0,0.5003725290298462
,,95,,,,,,,,0.7413731813430786,0.807511031627655,1.1682989298211766e-10,0.07966059446334839,0.08275111019611359,0.8375883102416992,1.0
,,96,,,,,,,,2.984189748764038,0.4577736258506775,1.270544180442812e-05,0.06686200946569443,0.0446850061416626,0.8884530067443848,0.9999872446060181
,,97,,,,,,,,1.5439268350601196,0.7822635173797607,0.6946383714675903,0.6086942553520203,0.1739126443862915,0.21739080548286438,0.49925497174263
,,98,,,,,,,,0.6674179434776306,1.4217708110809326,0.06033191457390785,0.3666018843650818,0.45617547631263733,0.17722263932228088,0.9414519667625427
,,99,,,,,,,,0.5170794725418091,0.8219070434570312,6.610226137127029e-06,0.5243387222290039,0.2073613554239273,0.2682999074459076,0.9999934434890747
,,100,,,,,,,,1.2321332693099976,0.8776413798332214,3.182060480117798,0.7196038365364075,0.0801338255405426,0.20026230812072754,0.04150005802512169
,,101,,,,,,,,1.101643443107605,1.4348993301391602,2.53087040213984e-09,0.5790272951126099,0.33223310112953186,0.08873959630727768,1.0
,,102,,,,,,,,0.47422438859939575,3.5752546787261963,0.6957582831382751,0.3199997544288635,0.4133330285549164,0.2666664719581604,0.49869614839553833
,,103,,,,,,,,1.0027347803115845,1.127339243888855,0.7021278142929077,0.969290554523468,0.018057696521282196,0.012651309370994568,0.49552980065345764
,,104,,,,,,,,1.0995228290557861,0.46548646688461304,7.854441355448216e-05,0.009019514545798302,0.934197187423706,0.05678326636552811,0.999921441078186
,,105,,,,,,,,1.1937767267227173,0.44690650701522827,5.624487366948216e-17,0.030109692364931107,0.14157544076442719,0.8283148407936096,1.0
,,106,,,,,,,,0.5380055904388428,2.0188233852386475,39.73245620727539,0.5589063167572021,0.11968091130256653,0.32141274213790894,5.551540376678696e-18
,,107,,,,,,,,1.2818427085876465,1.3477503061294556,2.2244372367858887,0.20416095852851868,0.561836302280426,0.23400278389453888,0.10812824219465256
,,108,,,,,,,,1.3384592533111572,0.8467298150062561,19.42664337158203,0.65064537525177,0.21768735349178314,0.13166727125644684,3.6569245409623363e-09
,,109,,,,,,,,0.8470203280448914,0.9646978974342346,15.373527526855469,0.15114547312259674,0.8317786455154419,0.017075803130865097,2.1055315357898508e-07
,,110,,,,,,,,0.6599004864692688,1.0652529001235962,81.90274047851562,0.03200388327240944,0.8447406888008118,0.1232554018497467,2.692103580644279e-36
,,111,,,,,,,,1.4001867771148682,1.102901577949524,0.6916581392288208,0.010752675123512745,0.7741926312446594,0.2150535136461258,0.5007450580596924
,,112,,,,,,,,1.1941947937011719,0.5499064326286316,2.8112759590148926,0.4771163761615753,0.1300460398197174,0.3928375840187073,0.06012821942567825
,,113,,,,,,,,1.5634933710098267,0.7230437994003296,4.0835185050964355,0.26627305150032043,0.3170833885669708,0.41664358973503113,0.016848081722855568
,,114,,,,,,,,0.6009548902511597,0.4925895929336548,0.0007607163861393929,0.1347929835319519,0.669357180595398,0.19584985077381134,0.9992395639419556
,,115,,,,,,,,1.1013211011886597,1.0810284614562988,2.0007996681670193e-06,0.20393656194210052,0.7486616373062134,0.047401729971170425,0.9999979734420776
,,116,,,,,,,,1.1311366558074951,2.298198938369751,0.6901713609695435,0.3834882378578186,0.5965372323989868,0.01997334510087967,0.5014901161193848
,,117,,,,,,,,1.187747836112976,1.0798838138580322,0.6886868476867676,0.8009375333786011,0.1501757949590683,0.04888534918427467,0.5022351741790771
,,118,,,,,,,,1.6879907846450806,1.1177315711975098,0.6931471824645996,0.4935727119445801,0.4935727119445801,0.012853455729782581,0.5
,,119,,,,,,,,0.5744490623474121,0.2078096568584442,7.1371406562548145e-09,0.0723491758108139,0.4200938940048218,0.5075569748878479,1.0
,,120,,,,,,,,1.4624805450439453,0.9211915731430054,0.6968793869018555,0.5454538464546204,0.45454487204551697,0.0,0.49813735485076904
,,121,,,,,,,,3.3328802585601807,0.32610559463500977,0.0,0.39502549171447754,0.5404574871063232,0.06451700627803802,1.0
